"Nr","Gebiet","Kennzeichnung","Wahlberechtigte","Wähler","Gültige_Zweitstimmen","CDU_Zweitstimmen","SPD_Zweitstimmen","LINKE_Zweitstimmen","GRÜNEN_Zweitstimmen","CSU_Zweitstimmen","FDP_Zweitstimmen","AFD_Zweitstimmen","CDU_und_CSU_Zweitstimmen","CDU_Prozent","SPD_Prozent","LINKE_Prozent","GRÜNEN_Prozent","CSU_Prozent","FDP_Prozent","AFD_Prozent","CDU_und_CSU_Prozent","Wahlsieger_Zweitstimme","Dummy_West_Ost"
"141","Herne - Bochum II","5","179247","127974","126490","29629","43312","10860","7414",NA,"11560","17001","29629","23.42","34.24","8.59","5.86",NA,"9.14","13.44","23.42","SPD",0
"142","Dortmund I","5","211316","156097","154923","37967","46424","15506","14702",NA,"17193","15197","37967","24.51","29.97","10.01","9.49",NA,"11.1","9.81","24.51","SPD",0
"143","Dortmund II","5","203300","143834","142416","34822","46513","12924","10190",NA,"15403","15510","34822","24.45","32.66","9.07","7.16",NA,"10.82","10.89","24.45","SPD",0
"144","Unna I","5","197873","150831","149580","40697","50205","10313","10254",NA,"17196","14689","40697","27.21","33.56","6.89","6.86",NA,"11.5","9.82","27.21","SPD",0
"145","Hamm - Unna II","5","235213","171524","169735","51475","53467","11837","8938",NA,"17678","19068","51475","30.33","31.5","6.97","5.27",NA,"10.42","11.23","30.33","SPD",0
"146","Soest","5","232301","174364","173074","62764","43184","11702","10723",NA,"23296","16165","62764","36.26","24.95","6.76","6.2",NA,"13.46","9.34","36.26","CDU",0
"147","Hochsauerlandkreis","5","202768","154014","152814","63651","34865","8183","7198",NA,"21919","12216","63651","41.65","22.82","5.35","4.71",NA,"14.34","7.99","41.65","CDU",0
"148","Siegen-Wittgenstein","5","212912","162306","160959","54648","42551","12624","8857",NA,"19125","17154","54648","33.95","26.44","7.84","5.5",NA,"11.88","10.66","33.95","CDU",0
"149","Olpe - Märkischer Kreis I","5","206716","152542","151289","61394","35269","8205","6866",NA,"20758","13847","61394","40.58","23.31","5.42","4.54",NA,"13.72","9.15","40.58","CDU",0
"150","Märkischer Kreis II","5","200546","145474","144222","49061","37193","9427","7060",NA,"19328","16688","49061","34.02","25.79","6.54","4.9",NA,"13.4","11.57","34.02","CDU",0
"151","Nordsachsen","14","163916","118170","116563","34321","14519","17173","3021",NA,"9189","31301","34321","29.44","12.46","14.73","2.59",NA,"7.88","26.85","29.44","CDU",1
"152","Leipzig I","14","220654","161407","159930","37622","20674","31137","11300",NA,"13565","33291","37622","23.52","12.93","19.47","7.07",NA,"8.48","20.82","23.52","CDU",1
"153","Leipzig II","14","227718","175198","173784","38111","22725","39058","18154",NA,"14866","27774","38111","21.93","13.08","22.48","10.45",NA,"8.55","15.98","21.93","LINKE",1
"154","Leipzig-Land","14","215616","161321","159391","47944","18139","23368","5157",NA,"12859","42823","47944","30.08","11.38","14.66","3.24",NA,"8.07","26.87","30.08","CDU",1
"155","Meißen","14","201310","152988","150913","39406","13148","20111","5531",NA,"13156","49615","39406","26.11","8.71","13.33","3.67",NA,"8.72","32.88","26.11","AFD",1
"156","Bautzen I","14","213990","161319","158842","42995","14378","22597","3768",NA,"12122","52041","42995","27.07","9.05","14.23","2.37",NA,"7.63","32.76","27.07","AFD",1
"157","Görlitz","14","213021","156089","153720","41000","14249","21534","4476",NA,"10810","50551","41000","26.67","9.27","14.01","2.91",NA,"7.03","32.89","26.67","AFD",1
"158","Sächsische Schweiz-Osterzgebirge","14","202580","156342","154375","39581","12040","19708","4643",NA,"12795","54749","39581","25.64","7.8","12.77","3.01",NA,"8.29","35.46","25.64","AFD",1
"159","Dresden I","14","232636","182849","181118","44104","19246","31004","13936",NA,"18610","41812","44104","24.35","10.63","17.12","7.69",NA,"10.28","23.09","24.35","CDU",1
"160","Dresden II - Bautzen II","14","235464","186818","185164","42792","17977","32040","16588",NA,"17684","43126","42792","23.11","9.71","17.3","8.96",NA,"9.55","23.29","23.11","AFD",1
"161","Mittelsachsen","14","201629","150648","148889","41189","14487","21582","4112",NA,"11767","46522","41189","27.66","9.73","14.5","2.76",NA,"7.9","31.25","27.66","AFD",1
"162","Chemnitz","14","195929","147218","145871","36270","17373","28010","6818",NA,"12184","35456","36270","24.86","11.91","19.2","4.67",NA,"8.35","24.31","24.86","CDU",1
"163","Chemnitzer Umland - Erzgebirgskreis II","14","183483","138891","137183","41947","14524","20972","3850",NA,"10542","36746","41947","30.58","10.59","15.29","2.81",NA,"7.68","26.79","30.58","CDU",1
"164","Erzgebirgskreis I","14","220917","166701","163971","50759","15452","23090","3661",NA,"12106","47952","50759","30.96","9.42","14.08","2.23",NA,"7.38","29.24","30.96","CDU",1
"165","Zwickau","14","207606","150950","148829","45106","16131","24665","4327",NA,"11253","38964","45106","30.31","10.84","16.57","2.91",NA,"7.56","26.18","30.31","CDU",1
"166","Vogtlandkreis","14","193081","142775","140861","42604","16043","22578","4266",NA,"10154","37217","42604","30.25","11.39","16.03","3.03",NA,"7.21","26.42","30.25","CDU",1
"167","Waldeck","6","186825","142852","140733","42232","43446","9891","9660",NA,"13918","16411","42232","30.01","30.87","7.03","6.86",NA,"9.89","11.66","30.01","SPD",0
"168","Kassel","6","222451","167855","165403","41736","46769","18677","18935",NA,"15046","17288","41736","25.23","28.28","11.29","11.45",NA,"9.1","10.45","25.23","SPD",0
"169","Werra-Meißner - Hersfeld-Rotenburg","6","175992","133726","131067","38531","42737","8746","7843",NA,"11096","17173","38531","29.4","32.61","6.67","5.98",NA,"8.47","13.1","29.4","SPD",0
"170","Schwalm-Eder","6","188074","145743","143052","41795","44847","9270","9436",NA,"13118","18504","41795","29.22","31.35","6.48","6.6",NA,"9.17","12.94","29.22","SPD",0
"171","Marburg","6","183296","142365","140786","42377","37202","14420","13088",NA,"12191","16125","42377","30.1","26.42","10.24","9.3",NA,"8.66","11.45","30.1","CDU",0
"172","Lahn-Dill","6","208744","155002","152801","51125","37794","10210","10768",NA,"14821","20931","51125","33.46","24.73","6.68","7.05",NA,"9.7","13.7","33.46","CDU",0
"173","Gießen","6","217806","166621","164313","49518","39252","13798","15898",NA,"16926","20358","49518","30.14","23.89","8.4","9.68",NA,"10.3","12.39","30.14","CDU",0
"174","Fulda","6","209966","161981","158682","61811","28745","9266","10593",NA,"17122","25145","61811","38.95","18.11","5.84","6.68",NA,"10.79","15.85","38.95","CDU",0
"175","Main-Kinzig - Wetterau II - Schotten","6","179307","138193","136026","43147","32069","8938","9614",NA,"14144","20927","43147","31.72","23.58","6.57","7.07",NA,"10.4","15.38","31.72","CDU",0
"176","Hochtaunus","6","181516","146315","144609","48436","28947","9562","14074",NA,"21713","16132","48436","33.49","20.02","6.61","9.73",NA,"15.01","11.16","33.49","CDU",0
"177","Wetterau I","6","176435","138853","137220","43951","31152","9249","13002",NA,"17462","15895","43951","32.03","22.7","6.74","9.48",NA,"12.73","11.58","32.03","CDU",0
"178","Rheingau-Taunus - Limburg","6","220342","173627","171625","59346","35604","11069","15273",NA,"22650","20399","59346","34.58","20.75","6.45","8.9",NA,"13.2","11.89","34.58","CDU",0
"179","Wiesbaden","6","189372","139775","138229","40022","29247","13160","16286",NA,"18400","15496","40022","28.95","21.16","9.52","11.78",NA,"13.31","11.21","28.95","CDU",0
"180","Hanau","6","177469","134190","132323","39126","31150","10006","11345",NA,"15185","18626","39126","29.57","23.54","7.56","8.57",NA,"11.48","14.08","29.57","CDU",0
"181","Main-Taunus","6","197291","160647","158859","54902","28786","9504","16752",NA,"26571","16395","54902","34.56","18.12","5.98","10.55",NA,"16.73","10.32","34.56","CDU",0
"182","Frankfurt am Main I","6","199775","144841","143227","37221","29743","17179","19475",NA,"19989","13342","37221","25.99","20.77","11.99","13.6",NA,"13.96","9.32","25.99","CDU",0
"183","Frankfurt am Main II","6","223942","172393","170773","45731","33511","20059","26415",NA,"24336","13737","45731","26.78","19.62","11.75","15.47",NA,"14.25","8.04","26.78","CDU",0
"184","Groß-Gerau","6","174727","133318","131180","39950","33318","10755","11862",NA,"12645","15943","39950","30.45","25.4","8.2","9.04",NA,"9.64","12.15","30.45","CDU",0
"185","Offenbach","6","220194","163580","161294","49302","34519","14261","16421",NA,"20372","19050","49302","30.57","21.4","8.84","10.18",NA,"12.63","11.81","30.57","CDU",0
"186","Darmstadt","6","242622","192508","190375","52218","42638","19508","27317",NA,"20893","18654","52218","27.43","22.4","10.25","14.35",NA,"10.97","9.8","27.43","CDU",0
"187","Odenwald","6","234422","184974","182229","59635","42516","13433","16084",NA,"19948","22258","59635","32.73","23.33","7.37","8.83",NA,"10.95","12.21","32.73","CDU",0
"188","Bergstraße","6","198418","156082","154094","51088","34435","10197","13595",NA,"18196","19923","51088","33.15","22.35","6.62","8.82",NA,"11.81","12.93","33.15","CDU",0
"189","Eichsfeld - Nordhausen - Kyffhäuserkreis","16","216673","158339","155929","52667","21652","22613","4778",NA,"11974","32854","52667","33.78","13.89","14.5","3.06",NA,"7.68","21.07","33.78","CDU",1
"190","Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis","16","222558","163154","160886","48340","23206","25171","5596",NA,"11545","35824","48340","30.05","14.42","15.65","3.48",NA,"7.18","22.27","30.05","CDU",1
"191","Jena - Sömmerda - Weimarer Land I","16","203210","155210","153356","42092","19150","28312","9497",NA,"13310","30426","42092","27.45","12.49","18.46","6.19",NA,"8.68","19.84","27.45","CDU",1
"192","Gotha - Ilm-Kreis","16","198341","148065","145878","40576","20391","22920","5411",NA,"11218","35091","40576","27.82","13.98","15.71","3.71",NA,"7.69","24.06","27.82","CDU",1
"193","Erfurt - Weimar - Weimarer Land II","16","221922","168235","166158","42168","23535","32239","12666",NA,"14260","30166","42168","25.38","14.16","19.4","7.62",NA,"8.58","18.16","25.38","CDU",1
"194","Gera - Greiz - Altenburger Land","16","240738","176933","174392","47690","19845","30402","4709",NA,"14315","47275","47690","27.35","11.38","17.43","2.7",NA,"8.21","27.11","27.35","CDU",1
"195","Saalfeld-Rudolstadt - Saale-Holzland-Kreis - Saale-Orla-Kreis","16","229126","171879","169751","47769","20427","28088","5124",NA,"13209","43740","47769","28.14","12.03","16.55","3.02",NA,"7.78","25.77","28.14","CDU",1
"196","Suhl - Schmalkalden-Meiningen - Hildburghausen - Sonneberg","16","234446","170237","168098","50956","22826","28467","5559",NA,"11298","38693","50956","30.31","13.58","16.93","3.31",NA,"6.72","23.02","30.31","CDU",1
"197","Neuwied","7","239284","181607","179060","68357","45447","11338","10738",NA,"18071","19273","68357","38.18","25.38","6.33","6",NA,"10.09","10.76","38.18","CDU",0
"198","Ahrweiler","7","195618","151587","149989","60937","34113","8519","10059",NA,"17397","14437","60937","40.63","22.74","5.68","6.71",NA,"11.6","9.63","40.63","CDU",0
"199","Koblenz","7","196999","151153","149629","56616","35679","10332","11862",NA,"16152","13701","56616","37.84","23.84","6.91","7.93",NA,"10.79","9.16","37.84","CDU",0
"200","Mosel/Rhein-Hunsrück","7","172876","135519","133704","55606","30799","8143","7487",NA,"14924","11996","55606","41.59","23.04","6.09","5.6",NA,"11.16","8.97","41.59","CDU",0
"201","Kreuznach","7","185172","139908","138211","47189","37906","9493","8629",NA,"13654","16198","47189","34.14","27.43","6.87","6.24",NA,"9.88","11.72","34.14","CDU",0
"202","Bitburg","7","164480","126879","125048","55591","27255","7433","7710",NA,"12888","10058","55591","44.46","21.8","5.94","6.17",NA,"10.31","8.04","44.46","CDU",0
"203","Trier","7","192846","151551","149881","55882","36950","12934","13512",NA,"13841","11926","55882","37.28","24.65","8.63","9.02",NA,"9.23","7.96","37.28","CDU",0
"204","Montabaur","7","210114","163520","161759","60594","39906","9576","10058",NA,"17703","17826","60594","37.46","24.67","5.92","6.22",NA,"10.94","11.02","37.46","CDU",0
"205","Mainz","7","248996","202534","200879","65713","44203","17148","26415",NA,"22608","16535","65713","32.71","22","8.54","13.15",NA,"11.25","8.23","32.71","CDU",0
"206","Worms","7","213627","169793","167665","54721","42471","10811","13449",NA,"17543","21978","54721","32.64","25.33","6.45","8.02",NA,"10.46","13.11","32.64","CDU",0
"207","Ludwigshafen/Frankenthal","7","215595","161867","159457","49226","39822","10614","11621",NA,"16321","24641","49226","30.87","24.97","6.66","7.29",NA,"10.24","15.45","30.87","CDU",0
"208","Neustadt - Speyer","7","220550","176425","174337","61407","37894","10537","15389",NA,"19251","22070","61407","35.22","21.74","6.04","8.83",NA,"11.04","12.66","35.22","CDU",0
"209","Kaiserslautern","7","229114","172316","169764","49400","47986","13548","11360",NA,"15519","23206","49400","29.1","28.27","7.98","6.69",NA,"9.14","13.67","29.1","CDU",0
"210","Pirmasens","7","177687","135065","132716","47455","32794","9511","6156",NA,"11803","18652","47455","35.76","24.71","7.17","4.64",NA,"8.89","14.05","35.76","CDU",0
"211","Südpfalz","7","217633","172369","170407","59309","37293","10975","14788",NA,"17560","23191","59309","34.8","21.88","6.44","8.68",NA,"10.3","13.61","34.8","CDU",0
"212","Altötting","9","168221","126786","125910",NA,"15511","6659","8608","55417","11209","18330","55417",NA,"12.32","5.29","6.84","44.01","8.9","14.56","44.01","CSU",0
"213","Erding - Ebersberg","9","198198","163357","162602",NA,"19943","8352","17768","63525","19407","19366","63525",NA,"12.26","5.14","10.93","39.07","11.94","11.91","39.07","CSU",0
"214","Freising","9","235746","186647","185632",NA,"23029","9506","18036","73650","19308","25178","73650",NA,"12.41","5.12","9.72","39.68","10.4","13.56","39.68","CSU",0
"215","Fürstenfeldbruck","9","232125","190769","189847",NA,"25929","9633","20886","75621","22005","21934","75621",NA,"13.66","5.07","11","39.83","11.59","11.55","39.83","CSU",0
"216","Ingolstadt","9","238605","184059","182845",NA,"24424","9830","13205","76236","17154","27673","76236",NA,"13.36","5.38","7.22","41.69","9.38","15.13","41.69","CSU",0
"217","München-Nord","9","226436","174196","173528",NA,"28903","14302","29334","49953","26241","14982","49953",NA,"16.66","8.24","16.9","28.79","15.12","8.63","28.79","CSU",0
"218","München-Ost","9","239169","186913","186168",NA,"29744","14124","29866","58483","27459","15959","58483",NA,"15.98","7.59","16.04","31.41","14.75","8.57","31.41","CSU",0
"219","München-Süd","9","216725","170483","169824",NA,"27500","14694","29560","50686","22587","14578","50686",NA,"16.19","8.65","17.41","29.85","13.3","8.58","29.85","CSU",0
"220","München-West/Mitte","9","241282","193399","192621",NA,"30617","16638","35605","57322","26356","14895","57322",NA,"15.89","8.64","18.48","29.76","13.68","7.73","29.76","CSU",0
"221","München-Land","9","235172","197265","196365",NA,"27490","9996","24837","73189","30054","18470","73189",NA,"14","5.09","12.65","37.27","15.31","9.41","37.27","CSU",0
"222","Rosenheim","9","235170","186492","185457",NA,"20967","9449","18571","75178","20311","25697","75178",NA,"11.31","5.09","10.01","40.54","10.95","13.86","40.54","CSU",0
"223","Bad Tölz-Wolfratshausen - Miesbach","9","165527","132612","131817",NA,"14457","6486","13605","54786","16343","15391","54786",NA,"10.97","4.92","10.32","41.56","12.4","11.68","41.56","CSU",0
"224","Starnberg - Landsberg am Lech","9","213628","177013","176266",NA,"22332","9594","23111","67512","24950","17460","67512",NA,"12.67","5.44","13.11","38.3","14.15","9.91","38.3","CSU",0
"225","Traunstein","9","208466","160615","159569",NA,"18916","8508","14680","71196","14614","19191","71196",NA,"11.85","5.33","9.2","44.62","9.16","12.03","44.62","CSU",0
"226","Weilheim","9","167159","134333","133567",NA,"15402","7214","12753","57254","13909","16145","57254",NA,"11.53","5.4","9.55","42.87","10.41","12.09","42.87","CSU",0
"227","Deggendorf","9","166659","119455","118754",NA,"16915","5892","5528","48182","8968","22765","48182",NA,"14.24","4.96","4.66","40.57","7.55","19.17","40.57","CSU",0
"228","Landshut","9","249836","192966","191700",NA,"25095","9270","13856","75521","19361","28061","75521",NA,"13.09","4.84","7.23","39.4","10.1","14.64","39.4","CSU",0
"229","Passau","9","177387","131350","130571",NA,"19709","7357","8393","52937","11918","20967","52937",NA,"15.09","5.63","6.43","40.54","9.13","16.06","40.54","CSU",0
"230","Rottal-Inn","9","168642","124299","123505",NA,"15765","5510","6478","52752","11215","20401","52752",NA,"12.76","4.46","5.25","42.71","9.08","16.52","42.71","CSU",0
"231","Straubing","9","173953","129424","128209",NA,"17512","5590","5846","53712","10308","23576","53712",NA,"13.66","4.36","4.56","41.89","8.04","18.39","41.89","CSU",0
"232","Amberg","9","215876","169507","168205",NA,"26080","8948","11997","71720","12854","21550","71720",NA,"15.5","5.32","7.13","42.64","7.64","12.81","42.64","CSU",0
"233","Regensburg","9","252916","198780","197661",NA,"28582","13259","20332","74720","17719","25625","74720",NA,"14.46","6.71","10.29","37.8","8.96","12.96","37.8","CSU",0
"234","Schwandorf","9","216418","162549","161281",NA,"26122","7339","7302","66827","10608","28006","66827",NA,"16.2","4.55","4.53","41.44","6.58","17.36","41.44","CSU",0
"235","Weiden","9","168415","130514","129342",NA,"24631","6204","6426","55691","8479","17411","55691",NA,"19.04","4.8","4.97","43.06","6.56","13.46","43.06","CSU",0
"236","Bamberg","9","182513","145222","144421",NA,"22529","9351","14279","56138","13776","18392","56138",NA,"15.6","6.47","9.89","38.87","9.54","12.73","38.87","CSU",0
"237","Bayreuth","9","163934","127222","126529",NA,"23198","7022","9994","53063","11369","13566","53063",NA,"18.33","5.55","7.9","41.94","8.99","10.72","41.94","CSU",0
"238","Coburg","9","159654","123200","122179",NA,"27553","6895","8155","48410","9967","14208","48410",NA,"22.55","5.64","6.67","39.62","8.16","11.63","39.62","CSU",0
"239","Hof","9","167552","126918","125792",NA,"27775","7185","6989","48772","9890","16605","48772",NA,"22.08","5.71","5.56","38.77","7.86","13.2","38.77","CSU",0
"240","Kulmbach","9","170897","135072","133912",NA,"23675","6431","7966","58112","10335","17997","58112",NA,"17.68","4.8","5.95","43.4","7.72","13.44","43.4","CSU",0
"241","Ansbach","9","243760","185955","184418",NA,"31464","12208","16239","74425","13825","21734","74425",NA,"17.06","6.62","8.81","40.36","7.5","11.79","40.36","CSU",0
"242","Erlangen","9","180730","148048","147372",NA,"25578","11115","19862","52414","14973","13953","52414",NA,"17.36","7.54","13.48","35.57","10.16","9.47","35.57","CSU",0
"243","Fürth","9","255491","198742","197344",NA,"37089","15442","20540","69472","17545","23033","69472",NA,"18.79","7.82","10.41","35.2","8.89","11.67","35.2","CSU",0
"244","Nürnberg-Nord","9","192214","146205","145303",NA,"26456","16962","21909","40106","15412","14503","40106",NA,"18.21","11.67","15.08","27.6","10.61","9.98","27.6","CSU",0
"245","Nürnberg-Süd","9","181809","132085","130978",NA,"27467","11640","12166","40882","11199","18679","40882",NA,"20.97","8.89","9.29","31.21","8.55","14.26","31.21","CSU",0
"246","Roth","9","227560","185895","184554",NA,"34040","11635","18033","69743","15990","21317","69743",NA,"18.44","6.3","9.77","37.79","8.66","11.55","37.79","CSU",0
"247","Aschaffenburg","9","183362","144938","143430",NA,"25198","8699","13432","55009","15610","16642","55009",NA,"17.57","6.06","9.36","38.35","10.88","11.6","38.35","CSU",0
"248","Bad Kissingen","9","216030","171202","169902",NA,"26904","10085","11359","75788","15084","19650","75788",NA,"15.84","5.94","6.69","44.61","8.88","11.57","44.61","CSU",0
"249","Main-Spessart","9","196183","157206","155968",NA,"28903","8562","11939","65245","13720","16856","65245",NA,"18.53","5.49","7.65","41.83","8.8","10.81","41.83","CSU",0
"250","Schweinfurt","9","199041","156159","154941",NA,"26163","10422","11717","63674","13789","18905","63674",NA,"16.89","6.73","7.56","41.1","8.9","12.2","41.1","CSU",0
"251","Würzburg","9","225998","182961","181907",NA,"32126","12931","23719","67585","18813","15764","67585",NA,"17.66","7.11","13.04","37.15","10.34","8.67","37.15","CSU",0
"252","Augsburg-Stadt","9","210528","153228","152054",NA,"24112","13649","18782","48420","15149","21015","48420",NA,"15.86","8.98","12.35","31.84","9.96","13.82","31.84","CSU",0
"253","Augsburg-Land","9","248812","199077","197846",NA,"25240","9737","17447","81831","20565","27045","81831",NA,"12.76","4.92","8.82","41.36","10.39","13.67","41.36","CSU",0
"254","Donau-Ries","9","190782","147825","146825",NA,"20289","6687","10102","63638","13440","21585","63638",NA,"13.82","4.55","6.88","43.34","9.15","14.7","43.34","CSU",0
"255","Neu-Ulm","9","239647","182045","180775",NA,"24828","9274","14898","72104","18627","27327","72104",NA,"13.73","5.13","8.24","39.89","10.3","15.12","39.89","CSU",0
"256","Oberallgäu","9","226604","176437","175345",NA,"21725","10130","19792","72855","18935","18529","72855",NA,"12.39","5.78","11.29","41.55","10.8","10.57","41.55","CSU",0
"257","Ostallgäu","9","247539","191581","190169",NA,"23044","10387","16214","79932","19898","25384","79932",NA,"12.12","5.46","8.53","42.03","10.46","13.35","42.03","CSU",0
"258","Stuttgart I","8","194368","160834","159985","46243","23350","14830","31283",NA,"26203","11455","46243","28.9","14.6","9.27","19.55",NA,"16.38","7.16","28.9","CDU",0
"259","Stuttgart II","8","182501","139180","138027","40109","23458","12553","21071",NA,"19210","14899","40109","29.06","17","9.09","15.27",NA,"13.92","10.79","29.06","CDU",0
"260","Böblingen","8","245678","196557","194900","68991","30296","10434","24746",NA,"29510","22874","68991","35.4","15.54","5.35","12.7",NA,"15.14","11.74","35.4","CDU",0
"261","Esslingen","8","168715","135479","134385","44748","22579","8361","19565",NA,"18512","14692","44748","33.3","16.8","6.22","14.56",NA,"13.78","10.93","33.3","CDU",0
"262","Nürtingen","8","207044","168052","166609","56105","25190","9132","23673",NA,"24922","20544","56105","33.67","15.12","5.48","14.21",NA,"14.96","12.33","33.67","CDU",0
"263","Göppingen","8","178409","137585","135948","45290","23924","6882","16749",NA,"17188","19956","45290","33.31","17.6","5.06","12.32",NA,"12.64","14.68","33.31","CDU",0
"264","Waiblingen","8","222891","178340","176893","58372","28146","9881","21539",NA,"28617","22870","58372","33","15.91","5.59","12.18",NA,"16.18","12.93","33","CDU",0
"265","Ludwigsburg","8","218074","175304","173987","58003","28547","10451","24000",NA,"25538","19780","58003","33.34","16.41","6.01","13.79",NA,"14.68","11.37","33.34","CDU",0
"266","Neckar-Zaber","8","229280","186362","184837","60898","30472","9719","24282",NA,"27145","24212","60898","32.95","16.49","5.26","13.14",NA,"14.69","13.1","32.95","CDU",0
"267","Heilbronn","8","242553","185705","183286","58755","32489","10520","19016",NA,"23872","30089","58755","32.06","17.73","5.74","10.38",NA,"13.02","16.42","32.06","CDU",0
"268","Schwäbisch Hall - Hohenlohe","8","225785","171760","169795","58215","27472","9594","20512",NA,"21629","24827","58215","34.29","16.18","5.65","12.08",NA,"12.74","14.62","34.29","CDU",0
"269","Backnang - Schwäbisch Gmünd","8","176968","136717","135311","47588","22298","7999","15482",NA,"16717","19438","47588","35.17","16.48","5.91","11.44",NA,"12.35","14.37","35.17","CDU",0
"270","Aalen - Heidenheim","8","221853","170191","168216","64217","31341","9233","18427",NA,"17707","20616","64217","38.18","18.63","5.49","10.95",NA,"10.53","12.26","38.18","CDU",0
"271","Karlsruhe-Stadt","8","208868","162139","160911","44776","27044","15452","29408",NA,"19251","16741","44776","27.83","16.81","9.6","18.28",NA,"11.96","10.4","27.83","CDU",0
"272","Karlsruhe-Land","8","209741","168801","167126","59137","28591","9119","20489",NA,"21441","20887","59137","35.38","17.11","5.46","12.26",NA,"12.83","12.5","35.38","CDU",0
"273","Rastatt","8","206484","157208","155248","58798","26374","8369","17766",NA,"17847","19701","58798","37.87","16.99","5.39","11.44",NA,"11.5","12.69","37.87","CDU",0
"274","Heidelberg","8","217934","179138","177832","53138","32806","14812","30491",NA,"22556","16850","53138","29.88","18.45","8.33","17.15",NA,"12.68","9.48","29.88","CDU",0
"275","Mannheim","8","197289","144078","142723","38746","30309","12989","18803",NA,"16050","18309","38746","27.15","21.24","9.1","13.17",NA,"11.25","12.83","27.15","CDU",0
"276","Odenwald - Tauber","8","210876","163339","161225","64208","27175","8907","13642",NA,"17564","22289","64208","39.83","16.86","5.52","8.46",NA,"10.89","13.82","39.83","CDU",0
"277","Rhein-Neckar","8","198251","156402","154654","51797","28486","9738","17687",NA,"18933","20942","51797","33.49","18.42","6.3","11.44",NA,"12.24","13.54","33.49","CDU",0
"278","Bruchsal - Schwetzingen","8","196426","154622","152690","53147","26560","8674","15500",NA,"18180","22794","53147","34.81","17.39","5.68","10.15",NA,"11.91","14.93","34.81","CDU",0
"279","Pforzheim","8","219577","167977","166080","54364","27101","8952","17869",NA,"22643","27107","54364","32.73","16.32","5.39","10.76",NA,"13.63","16.32","32.73","CDU",0
"280","Calw","8","198021","153463","151605","56330","21832","7759","14989",NA,"21646","22715","56330","37.16","14.4","5.12","9.89",NA,"14.28","14.98","37.16","CDU",0
"281","Freiburg","8","222308","180854","179535","50423","31452","20168","38002",NA,"16725","14103","50423","28.09","17.52","11.23","21.17",NA,"9.32","7.86","28.09","CDU",0
"282","Lörrach - Müllheim","8","232208","177399","175704","60513","31249","10898","27014",NA,"19449","18459","60513","34.44","17.79","6.2","15.37",NA,"11.07","10.51","34.44","CDU",0
"283","Emmendingen - Lahr","8","218287","168468","166444","59784","29738","9588","22806",NA,"17626","19139","59784","35.92","17.87","5.76","13.7",NA,"10.59","11.5","35.92","CDU",0
"284","Offenburg","8","205551","155724","153649","57033","25406","8411","21220",NA,"16940","17800","57033","37.12","16.54","5.47","13.81",NA,"11.03","11.58","37.12","CDU",0
"285","Rottweil - Tuttlingen","8","199227","152001","150050","57060","21900","7141","15329",NA,"20328","20942","57060","38.03","14.6","4.76","10.22",NA,"13.55","13.96","38.03","CDU",0
"286","Schwarzwald-Baar","8","165041","125344","123729","46812","19337","6608","15113",NA,"15124","15350","46812","37.83","15.63","5.34","12.21",NA,"12.22","12.41","37.83","CDU",0
"287","Konstanz","8","205135","158861","157383","52194","24529","11306","25202",NA,"20758","16215","52194","33.16","15.59","7.18","16.01",NA,"13.19","10.3","33.16","CDU",0
"288","Waldshut","8","177806","136595","135129","53066","22122","7369","18842",NA,"14647","13299","53066","39.27","16.37","5.45","13.94",NA,"10.84","9.84","39.27","CDU",0
"289","Reutlingen","8","199934","157642","156059","53873","23321","9543","21695",NA,"21425","20171","53873","34.52","14.94","6.11","13.9",NA,"13.73","12.93","34.52","CDU",0
"290","Tübingen","8","196488","159801","158410","48828","24865","15096","28521",NA,"18718","15887","48828","30.82","15.7","9.53","18",NA,"11.82","10.03","30.82","CDU",0
"291","Ulm","8","222673","177460","175863","64988","27889","9976","24160",NA,"20277","20432","64988","36.95","15.86","5.67","13.74",NA,"11.53","11.62","36.95","CDU",0
"292","Biberach","8","167025","131693","130275","56162","16557","5997","14729",NA,"14321","16236","56162","43.11","12.71","4.6","11.31",NA,"10.99","12.46","43.11","CDU",0
"293","Bodensee","8","172782","137146","135951","50428","19321","8316","20015",NA,"17954","14164","50428","37.09","14.21","6.12","14.72",NA,"13.21","10.42","37.09","CDU",0
"294","Ravensburg","8","186958","146174","144787","56264","19398","8889","21770",NA,"16441","14901","56264","38.86","13.4","6.14","15.04",NA,"11.36","10.29","38.86","CDU",0
"295","Zollernalb - Sigmaringen","8","183588","139548","137727","52284","19446","7061","15798",NA,"18394","18814","52284","37.96","14.12","5.13","11.47",NA,"13.36","13.66","37.96","CDU",0
"296","Saarbrücken","10","199885","147602","145430","41394","38322","21669","11748",NA,"11753","14042","41394","28.46","26.35","14.9","8.08",NA,"8.08","9.66","28.46","CDU",0
"297","Saarlouis","10","207501","160430","157605","52981","42476","20320","8598",NA,"12059","15506","52981","33.62","26.95","12.89","5.46",NA,"7.65","9.84","33.62","CDU",0
"298","St. Wendel","10","177468","141387","138698","50660","38368","15686","6662",NA,"9569","12627","50660","36.53","27.66","11.31","4.8",NA,"6.9","9.1","36.53","CDU",0
"299","Homburg","10","192410","145992","143525","44538","39729","17773","8109",NA,"11096","16745","44538","31.03","27.68","12.38","5.65",NA,"7.73","11.67","31.03","CDU",0
